Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Argentina,ARG,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,67.5036010742188,67.0177001953125,67.7352981567383,..,66.4641036987305,67.3087005615234,66.3386993408203,66.609001159668,66.4217987060547,66.2397003173828,65.1464004516602,..,..,65.1929016113281,66.0856018066406,66.4030990600586,..
Argentina,ARG,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,..,..,..,..,..,..,-3.98173267643483,-1.78271827461929,-0.185418160867184,..,..,..,..,..,..,..,..,..,-4.19709483826158,-4.4475137360357,-7.75013288963558,-6.85442249531375,-6.43480560565178,-5.32087708050495,..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.3,25.7,32,35.5,..
Argentina,ARG,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,26.3,25.1,27.9,28.5,31.5,36.9,49.9,34.2,29.4,25.5,20.9,19.8,17.7,16.2,15.3,11.5,10.5,10.4,11.5,..,11.1,9.8,12.2,..,..
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.0780487804878,78.4804878048781,78.6317073170732,78.9317073170732,79.2341463414634,79.6341463414634,79.9365853658537,80.2390243902439,80.490243902439,80.8414634146341,81.0414634146342,81.2926829268293,81.3951219512195,81.5439024390244,81.6951219512195,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,..,..
Australia,AUS,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"School enrollment, secondary (% net)",SE.SEC.NENR,89.08954,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.23812,92.76952,92.28431,..,..,..
Australia,AUS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,24.5677999035703,24.0839192992911,26.2649170432272,26.4337032799339,25.7735717139433,25.6963970273124,25.6395745312895,24.9779713577472,24.5017223560248,24.3704095682287,26.4938558657932,26.7688330332283,26.0321384250703,26.1413123942118,25.8963215034495,26.2708238193841,26.7570314187914,26.9385938819086,26.5625682674079,26.1359111957416,26.1035090234959,..
Australia,AUS,Compensation of employees (% of expense),GC.XPN.COMP.ZS,..,..,..,12.1348167109711,10.7220237011172,9.93222993222993,9.83814582424252,10.3775504272511,10.4309035687168,10.1978079596773,10.2970010607181,10.4851371350015,10.4748428111364,9.83882513980369,10.2865476761245,10.5207211946515,10.5322237472511,11.4802926753249,10.5808590131612,10.4309918448567,10.6421263688242,10.6421065898221,10.3450773898969,10.527585841583,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,22.4752112825954,23.0768998077618,24.9402183625363,23.6166114022748,24.365136835797,24.3441934685885,24.8369690720979,24.5893841012414,24.0931056982697,24.2553169802763,22.0436537065179,20.5269552747402,20.3503122216089,21.1170969777079,21.9581112368817,21.9088787823813,21.865491896164,22.2344726424899,22.0474576578938,23.1146946812654,23.3336747444538,..
Australia,AUS,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,71.8440017700195,70.2669982910156,70.0080032348633,69.9619979858398,70.161003112793,70.5970001220703,69.8629989624023,70.1279983520508,70.1029968261719,70.8050003051758,70.7639999389648,70.7379989624023,70.7419967651367,69.0910034179688,68.4960021972656,68.1539993286133,67.4889984130859,66.7799987792969,66.5400009155273,67.2580032348633,66.6969985961914,66.6699981689453,67.495002746582,67.1370010375977,66.7679977416992
Australia,AUS,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,86.7200012207031,86.3300018310547,86.6399993896484,86.8600006103516,82.5800018310547,..,..,..,..,..,..,..
Australia,AUS,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,63.5200004577637,63.1231994628906,62.9976997375488,62.7639999389648,63.1380996704102,63.2985000610352,63.3639984130859,63.5859985351563,63.4595985412598,64.3979034423828,64.7562026977539,65.1763000488281,65.4810028076172,65.4311981201172,65.3906021118164,65.4197998046875,65.1522979736328,64.9389038085938,64.703498840332,64.9963989257813,64.8683013916016,65.1697998046875,65.6324005126953,65.9585037231445,..
Australia,AUS,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,66.3600006103516,64.7600021362305,64.7799987792969,65.4400024414063,52.1399993896484,..,..,..,..,..,..,..
Australia,AUS,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,82.5400009155273,81.7699966430664,82.5199966430664,81.9700012207031,76.1399993896484,..,..,..,..,..,..,..
Australia,AUS,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,..,..,..,0.55342252810248,2.01373648396225,0.888001974283259,-0.44176158397779,0.80528365960847,0.814481109450327,1.25329178822838,1.72796884879018,1.63382241556866,1.90637494022405,-2.44257605275583,-4.02870864141173,-3.79035480177493,-3.14106830601457,-1.48342746599475,-2.21040581033825,-2.61079489671618,-2.33273158412586,-1.75025576340056,-0.500389492361622,-0.151023209127968,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,1.3,..,1.5,1,..,..,..,0.7,..,0.7,..,..,..,0.7,..,..,..,..,..,..
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.8707317073171,77.319512195122,77.6707317073171,77.8756097560976,78.1268292682927,78.5756097560976,78.6780487804878,78.6317073170732,79.1804878048781,79.3317073170732,79.8804878048781,80.1804878048781,80.4317073170732,80.3317073170732,80.5804878048781,80.9829268292683,80.9365853658537,81.1365853658537,81.490243902439,81.190243902439,81.6414634146342,81.6439024390244,81.6926829268293,..,..
Austria,AUT,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..,..,103.618118286133,103.819877624512,..,..,102.33032989502,101.396553039551,100.707298278809,100.029373168945,101.871322631836,101.713981628418,99.3048629760742,97.3342132568359,96.9089431762695,96.2254104614258,97.179817199707,97.6730575561523,97.4635467529297,..,..
Austria,AUT,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,88.47397,88.42819,..,88.40836,88.4619,88.60349,89.18387,89.26828,88.21249,88.16806,87.93998,86.79411,86.61554,86.14129,86.22208,86.55112,86.71155,87.37319,87.00131,..,..,..
Austria,AUT,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,36.9835293880472,35.5190676574057,35.2824426151284,34.8975950914636,34.1493525851837,34.8647781921222,34.3419165315384,34.3498598263816,36.9077500288222,34.4527953022381,33.7148755462767,32.5007675771469,33.1184904128653,36.024229907637,34.6352361419177,33.8841111943669,34.2785934193504,34.4357047107501,35.2312785799935,33.9399835413696,32.6639746124212,31.8633044139179,31.1974570189076,..,..
Austria,AUT,Compensation of employees (% of expense),GC.XPN.COMP.ZS,12.4220005137012,12.5841153868875,12.4897005999779,12.7442280213582,12.6120926618505,12.1108925756949,12.0361696788374,12.1626207884217,11.3476070120629,12.941905582792,13.137714476324,13.2109186389472,13.1056575369739,12.7551085311091,13.1078455766482,12.8674262977719,12.7518521048015,12.5347720420768,12.1687593644869,12.6899654687598,13.0657431531157,13.3422181185889,13.4607730576925,..,..
Austria,AUT,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,25.9400360072768,26.7977121693633,26.8898454625725,26.6278222019285,26.225079875854,27.9655719884559,26.9755003214763,26.6469699320882,26.3086724864457,25.5139554642579,25.0504425566822,25.3919943156154,26.0775197165623,25.2251652368968,25.2816355062362,25.4279852755305,25.92819764092,26.4151730942712,26.4178983110922,26.8261674155428,25.4191692326751,25.4207639839643,25.4286250256869,..,..
Austria,AUT,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,59.4720001220703,58.4129981994629,58.5900001525879,58.4519996643066,56.3310012817383,54.882999420166,55.9700012207031,54.681999206543,55.7560005187988,58.0289993286133,58.0709991455078,59.5670013427734,59.6020011901855,59.5379981994629,58.3009986877441,59.173999786377,59.2540016174316,58.851001739502,58.1679992675781,57.6110000610352,57.5359992980957,55.9259986877441,56.3310012817383,56.1749992370605,56.0789985656738
Austria,AUT,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,82.4632034301758,83.6526031494141,81.3093032836914,76.2482986450195,77.6904983520508,77.8179016113281,76.5351028442383,76.5506973266602,74.5233001708984,75.9663009643555,76.3697967529297,77.2141036987305,75.5743026733398,75.8095016479492,75.245002746582,75.9107971191406,76.5962982177734,76.9093017578125,76.7985992431641,76.8852005004883,76.8841018676758,77.415901184082,76.7076034545898,76.6993026733398,..
Austria,AUT,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,58.8292999267578,58.4351005554199,58.8480987548828,58.9859008789063,58.714298248291,58.2374992370605,58.9604988098145,59.1519012451172,57.2583999633789,58.5583000183105,59.0824012756348,59.9361991882324,60.1730003356934,60.4449996948242,60.3959999084473,60.4892997741699,60.7627983093262,60.9202003479004,60.6940994262695,60.7226982116699,61.2074012756348,61.2187995910645,61.36669921875,61.3637008666992,..
Austria,AUT,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,45.415901184082,44.3255004882813,38.0884017944336,37.9771995544434,37.2594985961914,36.160099029541,37.6077003479004,36.9616012573242,34.5199012756348,36.1629981994629,37.3501014709473,39.1232986450195,38.3987998962402,38.1096992492676,37.4766998291016,37.8450012207031,37.2380981445313,36.8368988037109,36.8036994934082,36.3577995300293,37.4990005493164,36.9735984802246,36.9096984863281,36.8032989501953,..
Austria,AUT,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,71.6307983398438,70.8255996704102,68.4853973388672,68.3520965576172,67.5904998779297,66.7501983642578,66.4264984130859,67.1867980957031,64.8749008178711,65.6634979248047,66.2211990356445,66.8153991699219,67.345703125,67.3151016235352,67.28759765625,67.0728988647461,67.2621002197266,67.2738037109375,64.2526016235352,63.8912010192871,63.9089012145996,63.6701011657715,63.9790000915527,63.5544013977051,..
Austria,AUT,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,-4.4768437623397,-3.20928853897358,-3.00108058906645,-2.51758910865007,-2.11913983133845,-0.855571620243829,-1.30974799592229,-1.71879915360167,-4.57542381364735,-2.40562010363632,-2.16195720741702,-1.10968467025805,-1.32952566927414,-4.28318907644741,-3.30735759622009,-2.28103716696161,-2.13717716297325,-2.0030860405137,-2.81808517206882,-1.19660708568117,-1.22949727487882,-0.930283283270328,-0.122928606147328,0.448101300463147,..
Austria,AUT,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,13,12.6,12.6,12,15.2,14.5,14.7,14.5,14.4,14.4,14.1,13.9,14.1,14.4,14.3,13.3,..,..
Austria,AUT,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,0.7,..,..,0.2,..,..,0.6,0.3,0.4,0.4,0.7,0.9,1,0.8,1,1,0.6,0.7,0.9,1.2,0.7,..,..,..
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6731707317073,77.0731707317073,77.4756097560976,77.7268292682927,77.9268292682927,78.3292682926829,78.2292682926829,78.3804878048781,78.6804878048781,78.9317073170732,79.1317073170732,79.5341463414634,79.7365853658537,79.8365853658537,79.9878048780488,80.4365853658537,80.5390243902439,80.490243902439,81.090243902439,80.6414634146341,80.990243902439,80.9926829268293,80.8926829268293,..,..
Germany,DEU,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,76.5381698608398,77.4386825561523,..,..,..,..,..,..,79.1710968017578,81.7793121337891,..,85.9167861938477,83.6506423950195,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,89.58207,89.62782,89.76944,90.09314,89.71943,89.12277,89.52043,88.17308,88.12181,88.47512,88.0323,87.32363,86.63283,86.12309,85.46939,85.29882,..,..,..
Germany,DEU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,14.3796125701319,13.9591566172909,14.1214840996416,14.3492046536019,14.0574370937229,13.5719020133116,13.9053827816498,14.1562329024177,13.6335590403621,14.0163701596375,13.5127542891643,13.2155788041848,13.4246354786392,14.6841638283866,16.1304398689752,14.1302588396026,13.6510266600129,13.0861685667028,12.5573284416707,12.2941794605741,12.2289567874848,12.3811758787187,12.1957091058601,..,..
Germany,DEU,Compensation of employees (% of expense),GC.XPN.COMP.ZS,8.55705245162606,8.6390387954409,8.26777444799445,8.13330628903932,8.01992764199056,8.05013490302389,7.86503047254563,7.70451547095779,7.71205884550009,7.37012054668259,7.29370125886757,7.12526864727818,7.1818627818635,7.08316022373213,6.33774315853378,6.87685915189135,7.07468165565645,7.29788687739382,7.36990395687144,7.44849044678186,7.47143853678181,7.48382138829429,7.69782213007598,..,..
Germany,DEU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,10.901851794023,10.7293679728731,10.8349797956732,11.5085361353351,11.7050007349141,10.961685400499,10.8353047149382,10.9985214123903,10.4262945741916,10.6568166026456,10.8516276183608,11.3340401272229,11.4723010889499,11.6149370535587,11.1902979254406,11.4813852299559,11.6229861108582,11.611503370267,11.4825632039024,11.4344156659551,11.2715568117292,11.4196315179179,11.4646303639901,..,..
Germany,DEU,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,51.060001373291,50.8689994812012,51.1759986877441,51.6380004882813,51.1580009460449,50.6389999389648,49.9059982299805,49.4090003967285,47.5229988098145,49.9119987487793,50.8559989929199,52.1199989318848,52.7529983520508,52.2060012817383,51.4739990234375,52.0909996032715,50.2610015869141,50.3279991149902,49.431999206543,48.6209983825684,49.0719985961914,49.6710014343262,50.1769981384277,50.2309989929199,50.2229995727539
Germany,DEU,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,80.4476013183594,79.6006011962891,..,76.6297988891602,76.309700012207,75.8070983886719,75.2586975097656,75.2307968139648,74.5554962158203,74.2978973388672,74.5066986083984,73.9197006225586,73.4077987670898,73.5274963378906,73.4658966064453,74.3945999145508,74.1642990112305,73.9825973510742,73.6421966552734,73.3419036865234,73.7539978027344,73.5552978515625,73.4419021606445,74.0659027099609,..
Germany,DEU,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,57.6128997802734,57.6729011535645,57.6837005615234,57.8653984069824,57.459098815918,57.480899810791,57.2733993530273,57.3179016113281,56.8726005554199,58.4165000915527,58.9570999145508,59.149299621582,59.2372016906738,59.3919982910156,59.369800567627,60.0900993347168,60.0672988891602,60.3529014587402,60.4077987670898,60.1689987182617,61.0074996948242,61.2098999023438,61.2830009460449,61.9143981933594,..
Germany,DEU,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,41.1557006835938,41.1538009643555,..,43.3165016174316,42.9655990600586,36.9448013305664,36.4852981567383,36.2462997436523,34.9679985046387,37.2400016784668,38.3568992614746,38.0023994445801,37.7546005249023,37.7645988464355,37.0592002868652,40.3294982910156,40.2897987365723,40.7566986083984,37.146900177002,37.219898223877,38.0371017456055,38.8699989318848,39.2988014221191,40.2616996765137,..
Germany,DEU,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,68.5838012695313,68.535400390625,..,64.8777008056641,64.3322982788086,63.8380012512207,63.8841018676758,63.3163986206055,62.7723007202148,63.747501373291,64.0498962402344,64.1391983032227,63.8779983520508,63.6591987609863,63.4552993774414,63.834300994873,63.6516990661621,63.8148002624512,64.0954971313477,63.6841011047363,64.6239013671875,64.4532012939453,64.2192001342773,64.4712982177734,..
Germany,DEU,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,-1.77518242096826,-1.56301149835556,-1.7983340117751,-1.39428399401791,-1.07600908448667,-1.12209671628601,-1.61128600804324,-1.35586935977609,-1.8104591340629,-2.03464565552744,-1.39010012242776,-0.585065311756116,-0.546085003279023,-1.58394426204037,-3.41857744501638,-1.02719078097388,-0.51138122834944,-0.0475927934977858,0.528415709342324,0.548678532010654,0.43231655575901,0.247525967372832,0.598317845555221,..,..
Germany,DEU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,12.5,15.2,15.2,15.5,15.6,15.8,16.1,16.1,16.7,16.7,16.5,16.1,16,..,..,..
Germany,DEU,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,0.2,..,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,..,0.2,..,0.2,0.5,..,..,..,..
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.1873170731707,77.3707317073171,77.4731707317073,77.619512195122,77.7219512195122,77.9731707317073,78.0756097560976,78.1292682926829,78.8780487804878,78.9804878048781,79.380487804878,79.7829268292683,79.6804878048781,80.0341463414634,80.1829268292683,80.5853658536585,80.3853658536585,80.5878048780488,81.2878048780488,80.9926829268293,81.4390243902439,81.4926829268293,81.5951219512195,..,..
Belgium,BEL,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..,..,..,..,..,..,89.6042709350586,86.2859878540039,83.7125091552734,84.1692504882813,89.3075485229492,92.2060394287109,92.5573425292969,93.7531814575195,93.9303436279297,95.0421600341797,94.4042434692383,93.5528869628906,92.9188079833984,..,..
Belgium,BEL,"School enrollment, secondary (% net)",SE.SEC.NENR,97.67064,..,..,93.58057,93.23441,94.11793,94.64411,96.34794,97.69044,97.54728,97.9871,96.35917,94.63375,93.46701,92.69016,92.56495,93.15346,93.63938,93.83306,93.65346,94.11758,94.94691,..,..,..
Belgium,BEL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,31.4702564923413,30.7524046023788,30.4215217875385,29.9410336283303,29.1907133417896,29.7955737210637,27.5968057780271,28.1404849640932,27.0386702769392,29.9079208457297,27.3274765763037,27.2147719464791,28.3954113101295,29.1721601233921,29.2946441332147,30.5506748184286,31.2791076163198,30.7862197108532,30.6551087795063,27.3703904042559,27.19716298139,26.5152044613926,26.2783236327574,..,..
Belgium,BEL,Compensation of employees (% of expense),GC.XPN.COMP.ZS,8.63031554035117,8.73229381600369,8.70382957196574,8.86540757056571,8.78923970544415,8.66809463167264,9.17863569637408,8.92986449069961,8.70226686818821,7.94870467550563,8.56951214159587,8.41062031693277,8.33589476856473,8.40070997767963,8.01781527834962,7.66128014194585,7.4307901185509,7.55418018088033,7.93824889045022,8.33578833663005,8.14518128424994,8.16787481682816,8.02054706774499,..,..
Belgium,BEL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,25.6328542408759,25.9256185255342,26.5017165053619,26.3704068712661,26.6438720568664,26.1441073426173,25.0293223311921,24.3890651571372,24.7695486519257,24.7307745899207,24.5490486742334,24.0820280840198,24.5244611763529,23.028647559058,23.7326034772805,24.1985084892908,25.0894996487341,25.4375890857259,25.4038862709065,23.6329899539574,22.1068239253934,22.7229038962802,23.206993449885,..,..
Belgium,BEL,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,33.0180015563965,32.5,33.0960006713867,33.1310005187988,35.7150001525879,33.2239990234375,33.2849998474121,33.007999420166,33.7319984436035,35.1990013122559,35.1839981079102,34.4249992370605,33.798999786377,32.5810012817383,32.3720016479492,31.5909996032715,31.0069999694824,30.6049995422363,30.0279998779297,30.0790004730225,28.6620006561279,28.2679996490479,29.6860008239746,29.298999786377,28.9230003356934
Belgium,BEL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,81.5628967285156,81.5541000366211,80.1978988647461,81.572998046875,81.4375,79.821403503418,78.8768997192383,78.9720001220703,80.1387023925781,79.5017013549805,78.6019973754883,79.242301940918,78.2973022460938,77.5740966796875,76.9167022705078,76.0338973999023,75.8395004272461,75.8061981201172,75.6820983886719,74.9222030639648,74.9630966186523,75.3240966796875,75.0718002319336,74.8189010620117,..
Belgium,BEL,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,50.4081001281738,50.5236015319824,50.8521995544434,51.9108009338379,52.2927017211914,50.8908996582031,51.1879997253418,51.3478012084961,52.029598236084,53.2994003295898,53.1142997741699,53.5928001403809,53.6781997680664,53.4728012084961,54.0699005126953,53.198600769043,53.2490997314453,53.5589981079102,53.5060005187988,53.3095016479492,53.1130981445313,53.8362998962402,54.1879005432129,54.3900985717773,..
Belgium,BEL,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,36.6516990661621,36.2611999511719,32.7285003662109,33.6292991638184,33.6286010742188,31.5074005126953,31.5937004089355,31.1578006744385,31.2751007080078,33.622200012207,32.8693008422852,32.7335014343262,31.926399230957,31.1490001678467,32.8366012573242,31.415599822998,31.157600402832,31.127799987793,30.6067008972168,29.3747005462646,28.8955001831055,28.4410991668701,27.7000007629395,27.8927993774414,..
Belgium,BEL,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,64.5473022460938,65.0185012817383,63.293399810791,64.0662994384766,63.6861000061035,62.7765007019043,62.7220001220703,63.730598449707,62.2397994995117,64.1153030395508,63.2136001586914,63.0745010375977,63.7697982788086,62.5859985351563,62.9402008056641,61.4477005004883,61.3033981323242,61.3639984130859,60.5102996826172,60.3442993164063,59.2173004150391,58.9626007080078,59.4768981933594,59.3488006591797,..
Belgium,BEL,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,-3.42535784935257,-2.36745403310553,-1.66749919827636,-1.55649265644165,-0.407252773656234,-1.0809393689596,-0.22824758770076,-1.45437307654831,-0.177818386043783,-2.75760101355449,-0.113085746182933,-0.869306082989032,-1.56315788426269,-3.85937943757778,-3.0274266047732,-3.71162104839829,-3.55520441913983,-2.57908267155366,-2.52372623251472,-1.2790213807777,-2.55491178145359,-1.25982294926797,-0.212501905871038,..,..
Belgium,BEL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,14.3,14.8,14.7,15.2,14.7,14.6,14.6,15.3,15.3,15.1,15.5,14.9,15.5,15.9,16.4,..,..,..
